Pavlis, N.K., S.A. Holmes, S.C. Kenyon, and J.K. Factor:
An Earth Gravitational Model to Degree 2160: EGM2008,
presented at the 2008 General Assembly of the European Geosciences Union,
Vienna, Austria, April 13-18, 2008.


product_type                gravity_field
modelname                   EGM2008
earth_gravity_constant      0.3986004415E+15
radius                      0.63781363E+07
max_degree                  2190
errors                      calibrated
norm                        fully_normalized
tide_system                 tide_free

url                   http://earth-info.nima.mil/GandG/

 
 
key     L    M             C                       S                    sigma C             sigma S
gfc   150   98    0.359916169544119D-09   -0.623977474229333D-10    0.5347741757D-10    0.5347742073D-10
gfc   150   99   -0.425495591193143D-09    0.426339520880466D-09    0.5357766141D-10    0.5357765298D-10
gfc   150  100    0.174405935778926D-09    0.492837595917844D-09    0.5367939268D-10    0.5367939303D-10
gfc   150  101   -0.472577703364774D-10    0.518250739592808D-09    0.5378260812D-10    0.5378260704D-10
gfc   150  102   -0.280683057662698D-09    0.287559820284027D-09    0.5388733631D-10    0.5388733692D-10
gfc   150  103   -0.399475970958466D-09   -0.370160012820246D-10    0.5399359567D-10    0.5399359476D-10
gfc   150  104   -0.964480843570898D-09    0.285763254438801D-09    0.5410137934D-10    0.5410138308D-10
gfc   150  105   -0.925372721636778D-10    0.226561443821901D-09    0.5421074564D-10    0.5421074352D-10
gfc   150  106   -0.266671620972123D-10   -0.341359793193805D-09    0.5432166167D-10    0.5432166580D-10
gfc   150  107   -0.986857405995370D-10    0.167344991173781D-09    0.5443421099D-10    0.5443420924D-10
gfc   150  108    0.435701967009950D-09    0.814770864412692D-09    0.5454832215D-10    0.5454832264D-10
gfc   150  109   -0.323751802021883D-09    0.217077191822482D-09    0.5466410704D-10    0.5466410512D-10
gfc   150  110    0.789990082257351D-09   -0.271070906211273D-09    0.5478150672D-10    0.5478150584D-10
gfc   150  111   -0.925737810267936D-09    0.390313014106811D-10    0.5490060670D-10    0.5490060734D-10
gfc   150  112    0.111662605743519D-08   -0.270151924076920D-09    0.5502136437D-10    0.5502136879D-10
gfc   150  113    0.173781052376571D-09   -0.309078693026492D-09    0.5514385456D-10    0.5514385656D-10
gfc   150  114   -0.121981940596835D-09    0.174662935213870D-09    0.5526805145D-10    0.5526805346D-10
gfc   150  115   -0.557365554210217D-09    0.265954765525631D-09    0.5539401132D-10    0.5539400861D-10
gfc   150  116    0.731390560091975D-10   -0.279370926082893D-09    0.5552172859D-10    0.5552173251D-10
gfc   150  117   -0.638716426717803D-09   -0.687897475466892D-09    0.5565123728D-10    0.5565123603D-10
gfc   150  118    0.126032899952720D-08   -0.996207643594796D-09    0.5578256648D-10    0.5578256704D-10
gfc   150  119    0.116761995589512D-08   -0.590739850656837D-09    0.5591570535D-10    0.5591570266D-10
gfc   150  120    0.729497868578277D-09    0.296028137750520D-09    0.5605072858D-10    0.5605072632D-10
gfc   150  121    0.676515255961292D-10    0.638962056640120D-09    0.5618758897D-10    0.5618758793D-10
gfc   150  122    0.133094323357268D-08    0.354422575776168D-09    0.5632640179D-10    0.5632643036D-10
gfc   150  123    0.498912631917028D-09   -0.602814486877619D-09    0.5646706973D-10    0.5646707194D-10
gfc   150  124    0.315077516110598D-09    0.812122033793574D-09    0.5660974749D-10    0.5660974713D-10
gfc   150  125   -0.903849849572299D-12   -0.503029708579246D-10    0.5675434101D-10    0.5675433645D-10
gfc   150  126   -0.450006596854042D-09    0.704102627659663D-09    0.5690098182D-10    0.5690098276D-10
gfc   150  127   -0.460611125467718D-09   -0.408135240734865D-09    0.5704958777D-10    0.5704958697D-10
gfc   150  128   -0.546506186937814D-09    0.140608945262270D-09    0.5720029643D-10    0.5720029581D-10
gfc   150  129    0.282149087358944D-09   -0.110067205692940D-08    0.5735301612D-10    0.5735301559D-10
gfc   150  130    0.142458188065029D-10    0.210208467515938D-10    0.5750789163D-10    0.5750789647D-10
gfc   150  131    0.961319011201682D-09    0.584914942807943D-09    0.5766483295D-10    0.5766483486D-10
gfc   150  132    0.763172700166151D-09    0.863840676231086D-09    0.5782399033D-10    0.5782398954D-10
gfc   150  133    0.428904715024330D-09    0.869311936021310D-09    0.5798525839D-10    0.5798525846D-10
gfc   150  134   -0.140799254234851D-09   -0.147186774445616D-11    0.5814880120D-10    0.5814880267D-10
gfc   150  135   -0.429443701301871D-09    0.102031279340696D-08    0.5831450584D-10    0.5831450478D-10
gfc   150  136   -0.919720291303998D-09   -0.550009273424091D-09    0.5848255608D-10    0.5848255633D-10
gfc   150  137    0.606794633692349D-09    0.647044534818673D-09    0.5865282111D-10    0.5865282119D-10
gfc   150  138    0.698040948563365D-09    0.384876207134977D-09    0.5882548970D-10    0.5882548910D-10
gfc   150  139    0.223971104882024D-09    0.528731999155150D-09    0.5900043537D-10    0.5900043284D-10
gfc   150  140    0.222252368485183D-09    0.626914069200845D-12    0.5917783991D-10    0.5917783989D-10
gfc   150  141    0.601300778362944D-09    0.798089306299868D-10    0.5935760571D-10    0.5935760560D-10
gfc   150  142   -0.105262479874364D-08   -0.389192210481879D-09    0.5953986709D-10    0.5953986688D-10
gfc   150  143    0.110818085404371D-09    0.103314361080782D-08    0.5972459187D-10    0.5972459324D-10
gfc   150  144   -0.938887991140371D-09    0.633368373586578D-09    0.5991182809D-10    0.5991182957D-10
gfc   150  145   -0.384245899829990D-10    0.528607362339363D-09    0.6010165782D-10    0.6010165693D-10
gfc   150  146    0.983249902304324D-09    0.564319828754943D-09    0.6029402143D-10    0.6029402152D-10
gfc   150  147    0.679341272604020D-09   -0.214082755274284D-09    0.6048904869D-10    0.6048904939D-10
gfc   150  148    0.325658857243514D-09   -0.124740562712372D-08    0.6068676067D-10    0.6068676061D-10
gfc   150  149    0.107996422224308D-09   -0.952546659750788D-10    0.6088700021D-10    0.6088700054D-10
gfc   150  150   -0.761764450398652D-09    0.129595239802620D-08    0.6108988291D-10    0.6108988348D-10
gfc   151    0    0.468038136216291D-09    0.000000000000000D+00    0.4849476921D-10    0.0000000000D+00
gfc   151    1    0.773483277027901D-09   -0.293544663521019D-09    0.4849447719D-10    0.4849454592D-10
gfc   151    2   -0.566611951582763D-09   -0.485092334596422D-09    0.4849509811D-10    0.4849504382D-10
gfc   151    3   -0.602707704258137D-09   -0.563386908698847D-09    0.4849643607D-10    0.4849643709D-10
gfc   151    4    0.793464466662827D-09    0.707121713024028D-09    0.4849862262D-10    0.4849859570D-10
gfc   151    5    0.357802777688915D-09    0.455477585490899D-09    0.4850159043D-10    0.4850158590D-10
gfc   151    6   -0.579855928843904D-09    0.476896755473410D-09    0.4850538174D-10    0.4850537091D-10
gfc   151    7    0.633383375246200D-09   -0.406034270128668D-09    0.4850997157D-10    0.4850997500D-10
gfc   151    8   -0.349764763328796D-09   -0.410643574348765D-10    0.4851538735D-10    0.4851537216D-10
gfc   151    9   -0.229527685211428D-09   -0.639441613508899D-09    0.4852160187D-10    0.4852159362D-10
gfc   151   10   -0.878709613164416D-09   -0.325029805767018D-09    0.4852862682D-10    0.4852862627D-10
gfc   151   11    0.337501115647416D-09    0.508268427597970D-09    0.4853647211D-10    0.4853646672D-10
gfc   151   12   -0.335172866474853D-09   -0.627726832373720D-10    0.4854512388D-10    0.4854512636D-10
gfc   151   13   -0.265038546319365D-09    0.391029117341126D-09    0.4855459558D-10    0.4855459984D-10
gfc   151   14    0.766403916475389D-09   -0.960432252035025D-09    0.4856488032D-10    0.4856489101D-10
gfc   151   15    0.217770366911051D-09   -0.346110858735790D-10    0.4857598761D-10    0.4857600030D-10
gfc   151   16    0.119360277827213D-08   -0.583095831730142D-09    0.4858792097D-10    0.4858791916D-10
gfc   151   17   -0.163652989260118D-09    0.481609762620775D-09    0.4860066593D-10    0.4860067469D-10
gfc   151   18    0.100625446541890D-08    0.630598640984284D-09    0.4861424302D-10    0.4861424052D-10
gfc   151   19   -0.311291557518749D-09    0.631610563390823D-09    0.4862864160D-10    0.4862864221D-10
gfc   151   20    0.593801593251218D-10    0.112023040199771D-08    0.4864386653D-10    0.4864386654D-10
gfc   151   21    0.202614771383714D-09   -0.483973371501664D-09    0.4865992247D-10    0.4865992655D-10
gfc   151   22   -0.728418230844591D-09   -0.170195949184939D-10    0.4867680664D-10    0.4867681669D-10
gfc   151   23    0.532424933663104D-09    0.605494711432014D-09    0.4869453913D-10    0.4869453386D-10
gfc   151   24   -0.781038195326510D-09   -0.460125302076905D-09    0.4871310562D-10    0.4871308712D-10
gfc   151   25    0.945810731231998D-10    0.380408299559792D-10    0.4873249827D-10    0.4873249727D-10
gfc   151   26   -0.208233601269494D-11   -0.402594686890602D-09    0.4875273685D-10    0.4875274652D-10
gfc   151   27    0.471453522385686D-10   -0.153114948801147D-10    0.4877382730D-10    0.4877383298D-10
gfc   151   28   -0.193399980527216D-09   -0.376067626258912D-09    0.4879577458D-10    0.4879576540D-10
gfc   151   29    0.510997481162230D-09    0.461992220891457D-10    0.4881854943D-10    0.4881856391D-10
gfc   151   30   -0.545651021041512D-09   -0.623165633648639D-09    0.4884220824D-10    0.4884220477D-10
gfc   151   31    0.315137224033299D-09    0.487842437267272D-09    0.4886670093D-10    0.4886671024D-10
gfc   151   32    0.720523403165590D-10    0.349959108195346D-09    0.4889207474D-10    0.4889207885D-10
gfc   151   33   -0.513689915715634D-09    0.742350749667611D-09    0.4891829872D-10    0.4891829760D-10
gfc   151   34   -0.703635542837182D-10    0.279872266492646D-09    0.4894541427D-10    0.4894540514D-10
gfc   151   35   -0.339757405936202D-09    0.361404609446697D-09    0.4897336977D-10    0.4897336957D-10
gfc   151   36   -0.348680610573892D-09   -0.292080383321435D-09    0.4900223373D-10    0.4900223480D-10
gfc   151   37    0.112010555738329D-08    0.289018756401719D-09    0.4903194834D-10    0.4903194699D-10
gfc   151   38    0.676810304721823D-09    0.543642245805139D-09    0.4906257789D-10    0.4906258529D-10
gfc   151   39    0.354877832588350D-09    0.110265198086563D-09    0.4909406572D-10    0.4909406458D-10
gfc   151   40   -0.395440571136356D-10   -0.161491946798093D-09    0.4912648242D-10    0.4912648752D-10
gfc   151   41   -0.870182148961908D-09   -0.559889846197152D-09    0.4915975756D-10    0.4915975624D-10
gfc   151   42    0.148508350601172D-08    0.564431675102991D-09    0.4919397818D-10    0.4919397912D-10
gfc   151   43   -0.691492292614004D-10   -0.101842604351639D-08    0.4922905514D-10    0.4922905478D-10
gfc   151   44   -0.721007459029442D-09   -0.294290881635862D-10    0.4926509637D-10    0.4926509853D-10
gfc   151   45    0.509601303528499D-09    0.418853706369873D-09    0.4930199917D-10    0.4930200149D-10
gfc   151   46    0.390772426869281D-10   -0.473855807002068D-09    0.4933988394D-10    0.4933989271D-10
gfc   151   47    0.339528300320130D-09   -0.431865334669648D-09    0.4937862688D-10    0.4937863248D-10
gfc   151   48    0.424503803691319D-09   -0.136043732800392D-08    0.4941836676D-10    0.4941836904D-10
gfc   151   49   -0.456099185223928D-10    0.752915209335742D-10    0.4945898463D-10    0.4945898713D-10
gfc   151   50    0.340973506267904D-09   -0.559591681288024D-09    0.4950060262D-10    0.4950060236D-10
gfc   151   51    0.110295600519794D-08   -0.400832232796673D-09    0.4954311311D-10    0.4954311189D-10
gfc   151   52    0.723226846685612D-09   -0.833184226867596D-09    0.4958662804D-10    0.4958662724D-10
gfc   151   53   -0.476424789626225D-09   -0.913930131926181D-10    0.4963105481D-10    0.4963105450D-10
gfc   151   54   -0.393773833760328D-09   -0.129925475411623D-09    0.4967649179D-10    0.4967649154D-10
gfc   151   55   -0.109345402045595D-09    0.865489498292805D-10    0.4972285955D-10    0.4972286182D-10
gfc   151   56    0.497453464508088D-09   -0.321017171265870D-09    0.4977024438D-10    0.4977024391D-10
gfc   151   57    0.390513561003341D-09   -0.227473310342675D-09    0.4981858397D-10    0.4981858059D-10
gfc   151   58   -0.326805210829992D-09    0.134937996753331D-08    0.4986793561D-10    0.4986793476D-10
gfc   151   59   -0.392328127157180D-10   -0.216933525639649D-09    0.4991826772D-10    0.4991826868D-10
gfc   151   60   -0.711578754718792D-09    0.198079700437675D-09    0.4996962245D-10    0.4996962043D-10
gfc   151   61    0.102663730814692D-08   -0.574334098289737D-09    0.5002200549D-10    0.5002197191D-10
gfc   151   62   -0.145005938164592D-09    0.242390519429171D-09    0.5007535969D-10    0.5007535901D-10
gfc   151   63   -0.526967138196423D-09    0.601900814875942D-09    0.5012977041D-10    0.5012977155D-10
gfc   151   64   -0.280216312661617D-09    0.565887043923405D-09    0.5018520928D-10    0.5018520715D-10
gfc   151   65    0.973435197173459D-10    0.593639272882447D-09    0.5024170699D-10    0.5024170489D-10
gfc   151   66    0.290260311283822D-09   -0.188162960674601D-09    0.5029923204D-10    0.5029923043D-10
gfc   151   67   -0.954464281524822D-09   -0.395497144431024D-09    0.5035784501D-10    0.5035784362D-10
gfc   151   68    0.470337048428385D-09   -0.184511198966176D-09    0.5041749189D-10    0.5041749221D-10
gfc   151   69   -0.673459947179172D-09   -0.632961558091698D-09    0.5047825450D-10    0.5047825381D-10
gfc   151   70    0.419182527703119D-09   -0.529270906740133D-09    0.5054005874D-10    0.5054006137D-10
gfc   151   71   -0.512829405786580D-09    0.381383054003663D-09    0.5060300499D-10    0.5060300532D-10
gfc   151   72   -0.941903995662386D-09   -0.873836043162191D-09    0.5066700725D-10    0.5066700779D-10
gfc   151   73    0.221332708084837D-09   -0.104251321954955D-08    0.5073216813D-10    0.5073216807D-10
gfc   151   74    0.105207517844727D-08    0.111445491642117D-08    0.5079840306D-10    0.5079840061D-10
gfc   151   75   -0.872021362067350D-09    0.307119480169388D-09    0.5086581928D-10    0.5086581774D-10
gfc   151   76   -0.467584925321808D-09   -0.185179227768138D-09    0.5093432897D-10    0.5093433175D-10
gfc   151   77    0.581065153132618D-10    0.112551649412519D-08    0.5100403408D-10    0.5100403407D-10
gfc   151   78   -0.316285685816083D-09    0.917125379491170D-09    0.5107485234D-10    0.5107485592D-10
gfc   151   79   -0.244371451272921D-09   -0.173117691215600D-09    0.5114689370D-10    0.5114689308D-10
gfc   151   80    0.315499395757406D-09    0.797350850143690D-10    0.5122007304D-10    0.5122007149D-10
gfc   151   81   -0.652700942733646D-10    0.595471959294163D-09    0.5129448291D-10    0.5129448519D-10
gfc   151   82   -0.499712314953924D-09    0.342139358151941D-09    0.5137006559D-10    0.5137006321D-10
gfc   151   83    0.101236530932681D-09   -0.888843488346588D-09    0.5144689125D-10    0.5144689043D-10
gfc   151   84    0.228607248779602D-09   -0.934634725446287D-09    0.5152491685D-10    0.5152492202D-10
gfc   151   85   -0.457392455664957D-11   -0.387999729586278D-09    0.5160420404D-10    0.5160420727D-10
gfc   151   86    0.106174052048403D-08    0.533764053340412D-09    0.5168473317D-10    0.5168472686D-10
gfc   151   87    0.799059478206310D-09   -0.615454506207475D-10    0.5176652301D-10    0.5176652256D-10
gfc   151   88    0.120633559037070D-09   -0.181179648891846D-10    0.5184959205D-10    0.5184958912D-10
gfc   151   89    0.761097381453048D-09    0.501904846206613D-09    0.5193393754D-10    0.5193393752D-10
gfc   151   90    0.558162081086543D-09    0.119402416394866D-09    0.5201959690D-10    0.5201959923D-10
gfc   151   91    0.524095021606151D-09    0.847615511559563D-09    0.5210655393D-10    0.5210655595D-10
gfc   151   92   -0.278245526243650D-09   -0.918374417424037D-13    0.5219485994D-10    0.5219485886D-10
gfc   151   93    0.460536856053516D-09   -0.437753189679453D-09    0.5228447096D-10    0.5228447531D-10
gfc   151   94   -0.964722912505151D-10    0.192219635207493D-09    0.5237547323D-10    0.5237547500D-10
gfc   151   95    0.105038672940983D-08   -0.355216553085456D-09    0.5246780542D-10    0.5246780838D-10
gfc   151   96    0.695042422686743D-09    0.415666187039774D-10    0.5256155743D-10    0.5256155659D-10
gfc   151   97    0.206805521868596D-09    0.498550094440408D-09    0.5265666237D-10    0.5265666802D-10
gfc   151   98   -0.203805997451855D-10   -0.336548668306331D-09    0.5275321839D-10    0.5275322117D-10
gfc   151   99    0.297337792650848D-09    0.361628037964678D-09    0.5285116626D-10    0.5285115896D-10
gfc   151  100   -0.101043539570268D-09   -0.484463708490964D-09    0.5295058109D-10    0.5295058140D-10
gfc   151  101    0.398701777926424D-09    0.165969096084016D-09    0.5305142322D-10    0.5305142208D-10
gfc   151  102    0.319044553902990D-09    0.282348296724464D-09    0.5315376493D-10    0.5315376535D-10
gfc   151  103   -0.135191817284256D-08    0.548109017387227D-09    0.5325757125D-10    0.5325757046D-10
gfc   151  104    0.529093370620867D-09    0.866888591643264D-09    0.5336289592D-10    0.5336289911D-10
gfc   151  105   -0.153338965521359D-09   -0.758255678969828D-10    0.5346973193D-10    0.5346973008D-10
gfc   151  106   -0.665869930720439D-09   -0.840743026250878D-09    0.5357810962D-10    0.5357811333D-10
